dte_dateof,amt_price,houseno,houseunit,stdir,stname,sttype,stsuffix,heatedarea,yearbuilt,fullbaths,halfbaths,bedrooms,actype,vacantorim,totalac,siding,area,geometry
2018-10-09,304000,1705,NA,NA,ALLEN,ST,NA,1410,1929,1,0,3,AC-CENTRAL,IMP,0,Other,03101,"list(list(c(444351.1594292, 444342.929829202, 444307.481529202, 444315.741629199, 444351.1594292, 165994.044859405, 165981.243259403, 166004.255759406, 166016.9658594, 165994.044859405)))"
2021-11-23,875000,4626,NA,NA,BINFORD'S RIDGE,RD,NA,5434,1996,4,1,5,AC-CENTRAL,IMP,0.361,FACE BRICK,03104,"list(list(c(444782.348929198, 444781.311229198, 444831.047129198, 444830.832729202, 444830.8185292, 444830.5503292, 444830.626529198, 444782.348929198, 150344.390859406, 150377.467159402, 150372.216759406, 150369.157259406, 150366.090259406, 150347.040259403, 150346.528159405, 150344.390859406)))"
2014-10-06,102500,10255,NA,NA,REINDEER WAY,LN,NA,1383,2001,2,1,3,AC-CENTRAL,IMP,0.052,"ALUM,VINYL",03106,"list(list(c(440666.12929317, 440661.862084635, 440641.897644707, 440646.201429315, 440666.12929317, 180425.768612448, 180417.270771455, 180427.006102927, 180435.59843211, 180425.768612448)))"
2013-05-17,280000,804,NA,NA,MILL RUN,DR,NA,1599,1989,2,0,3,AC-CENTRAL,IMP,0,MASONITE,03105,"list(list(c(440139.638056188, 440134.395485702, 440090.47371786, 440090.626118165, 440090.748038406, 440090.748038406, 440090.717558347, 440090.595638101, 440090.443237797, 440090.19939731, 440089.894596701, 440089.650756213, 440124.763786441, 440139.638056188, 160676.737370388, 160671.952000815, 160681.918980751, 160682.894342701, 160683.778264466, 160684.692666295, 160685.607068124, 160686.521469953, 160687.405391724, 160688.289313496, 160689.173235256, 160689.782836477, 160707.186951289, 160676.737370388
)))"
2012-07-24,250000,3636,NA,NA,CONWAY,AV,NA,1477,1955,1,1,3,AC-NONE,IMP,0,FACE BRICK,03105,"list(list(c(439162.020580952, 439144.067825048, 439113.557284025, 439107.004070918, 439112.399041709, 439124.652026216, 439131.296679505, 439162.020580952, 161216.386849687, 161202.518421949, 161241.62434016, 161250.006356924, 161254.243085399, 161263.844304602, 161255.370847654, 161216.386849687)))"
2018-05-03,295000,16405,NA,NA,HONEYCOMB,CR,NA,1884,1983,2,1,3,AC-CENTRAL,IMP,0,MASONITE,03108,"list(list(c(441828.7231292, 441838.0784292, 441827.197029201, 441820.0996292, 441812.745229201, 441805.186929199, 441797.4790292, 441792.074529202, 441786.773029201, 441781.635729199, 441776.7220292, 441775.380929202, 441777.887529199, 441780.8978292, 441787.0216292, 441792.582329201, 441797.557229198, 441801.9256292, 441805.669729202, 441808.773929201, 441811.225529201, 441828.7231292, 143787.134659404, 143727.232559402, 143718.759159402, 143715.427459405, 143712.709459406, 143710.624759406, 143709.188359401, 
143709.8561594, 143711.100359406, 143712.906659404, 143715.253959405, 143716.046459404, 143720.315459403, 143724.245559403, 143732.825159405, 143741.779859403, 143751.072859403, 143760.665859405, 143770.519359406, 143780.592659405, 143790.844459404, 143787.134659404)))"
2017-04-25,240000,20627,NA,NA,WILLOW POND,RD,NA,2497,1990,2,1,4,AC-CENTRAL,IMP,0,MASONITE,03106,"list(list(c(439954.227629202, 439952.34551036, 439949.930129201, 439948.321516467, 439946.27559815, 439943.852017909, 439941.121429198, 439936.304718884, 439931.3373292, 439926.947998747, 439922.620029201, 439912.986485227, 439903.448029202, 439914.9085292, 439954.227629202, 193127.120959405, 193119.259691636, 193111.545559405, 193108.837122689, 193106.441818406, 193104.429475695, 193102.858759402, 193101.218366897, 193100.115359403, 193100.202067856, 193100.938559401, 193104.581786021, 193108.467159404, 
193139.069059405, 193127.120959405)))"
2015-08-21,108000,826,NA,NA,OAKSHIRE,CR,NA,1948,2006,2,0,3,AC-CENTRAL,IMP,0.174,"ALUM,VINYL",03102,"list(c(434103.238767389, 434060.1460572, 434059.993656896, 434059.804680521, 434059.612656133, 434059.384055676, 434059.155455219, 434058.926854762, 434058.661678235, 434058.393453696, 434058.128277168, 434057.823476559, 434057.518675948, 434057.174251256, 434056.832874577, 434056.451873816, 434089.751340415, 434103.238767389, 173004.748546406, 172997.034042982, 172997.930156773, 172998.826270564, 172999.71933635, 173000.615450143, 173001.4932759, 173002.386341683, 173003.264167441, 173004.120657155, 
173004.998482907, 173005.854972624, 173006.711462336, 173007.567952045, 173008.427489767, 173009.265691445, 173024.313697541, 173004.748546406))"
2018-05-14,412500,1024,NA,NA,LAUREL PARK,LN,NA,3098,1989,2,1,4,AC-CENTRAL,IMP,0,FACE BRICK,03104,"list(list(c(449042.1932292, 449047.953929198, 449062.584429199, 449024.514829201, 449005.3123292, 449042.1932292, 150983.4073594, 150976.732259402, 150959.7548594, 150928.817559403, 150951.220359406, 150983.4073594)))"
2019-06-25,236500,16421,NA,NA,AMBER FIELD,DR,NA,1784,1997,2,1,3,AC-CENTRAL,IMP,0,"ALUM,VINYL",03106,"list(list(c(441474.235829202, 441470.092629198, 441468.141929199, 441490.727629202, 441496.602829199, 441474.235829202, 188102.785459406, 188139.485559405, 188156.767759406, 188159.510959403, 188112.021159402, 188102.785459406)))"
2015-12-21,117000,11104,NA,NA,SILKWOOD,CT,NA,1258,1982,2,0,2,AC-CENTRAL,IMP,0,Other,03104,"list(c(440846.760230429, 440817.956572821, 440816.700794313, 440846.952254816, 440846.760230429, 149418.231909377, 149412.983242878, 149421.392691698, 149426.309125531, 149418.231909377))"
2022-05-05,238000,3141,NA,NA,WEST,BV,NA,2556,1968,1,2,3,AC-CENTRAL,IMP,0,FACE BRICK,03105,"list(list(c(435186.804829199, 435214.922729201, 435241.0197292, 435213.740129198, 435186.804829199, 163418.598659404, 163428.943559405, 163356.324759404, 163345.504359403, 163418.598659404)))"
2015-06-05,209000,6305,NA,NA,BEITH,CT,NA,2364,1996,2,1,3,AC-CENTRAL,IMP,0.27,"ALUM,VINYL",03107,"list(c(450697.199651309, 450677.082811075, 450682.020580953, 450682.325381561, 450682.752102413, 450683.148343209, 450683.544584, 450683.940824792, 450684.367545647, 450684.733306375, 450685.129547171, 450685.495307899, 450685.891548695, 450686.226829364, 450686.562110033, 450686.897390706, 450687.263151438, 450687.567952048, 450687.903232717, 450688.208033326, 450688.482353877, 450688.787154487, 450717.83465258, 450697.199651309, 181706.059189032, 181705.510547929, 181745.927108769, 181745.98806889, 
181746.109989129, 181746.231909376, 181746.353829617, 181746.50622992, 181746.658630225, 181746.841510596, 181747.024390959, 181747.237751388, 181747.451111816, 181747.664472242, 181747.908312729, 181748.152153214, 181748.426473765, 181748.700794313, 181748.975114863, 181749.27991547, 181749.584716082, 181749.91999675, 181725.048267011, 181706.059189032))"
2015-03-27,45000,10035,NA,NA,GARTH WOOD,RD,NA,1134,1980,1,0,3,AC-NONE,IMP,0,"ALUM,VINYL",03105,"list(c(436312.13488118, 436311.708160325, 436281.807220524, 436282.020580952, 436282.386341684, 436282.752102413, 436283.087383086, 436283.483623877, 436283.818904547, 436284.154185219, 436284.519945952, 436284.855226621, 436285.190507289, 436285.495307899, 436285.830588572, 436286.135389182, 436286.440189792, 436286.805950523, 436287.110751133, 436287.65939223, 436288.360433631, 436288.848114605, 436289.335795583, 436289.85395662, 436290.341637593, 436290.859798631, 436291.377959668, 436291.835160582, 
436326.430029772, 436324.326905564, 436312.13488118, 154136.783090477, 154135.807728525, 154153.486163884, 154154.004324921, 154154.857766626, 154155.680728272, 154156.534169979, 154157.357131628, 154158.210573332, 154159.064015037, 154159.917456744, 154160.770898454, 154161.624340162, 154162.447301808, 154163.33122357, 154164.184665281, 154165.03810699, 154165.891548694, 154166.744990398, 154168.451873813, 154170.158757228, 154170.890278691, 154171.652280212, 154172.414281738, 154173.176283261, 
154173.938284786, 154174.669806252, 154175.370847653, 154156.442729798, 154153.547124007, 154136.783090477))"
2011-10-21,255000,5127,NA,NA,HUNT STAND,LN,NA,2257,1984,2,0,2,AC-CENTRAL,IMP,0,FACE BRICK,03104,"list(list(c(444702.183141279, 444690.716542345, 444659.587256087, 444661.836684585, 444667.170695253, 444674.522485958, 444675.705112321, 444702.527565967, 444702.183141279, 150658.97765487, 150648.559570029, 150673.056395027, 150675.436887789, 150680.219209352, 150687.839224592, 150688.973082858, 150659.712224339, 150658.97765487)))"
2016-03-31,685000,2238,NA,NA,GRIMMERSBOROUGH,LN,NA,4659,1993,3,1,5,AC-CENTRAL,IMP,0,FACE BRICK,03104,"list(list(c(449982.96933635, 449997.904756721, 449986.194708539, 449974.626289782, 449963.233687379, 449929.742196393, 449982.96933635, 151034.034804978, 150957.47498786, 150955.187115173, 150952.266280126, 150948.721114354, 151035.741688394, 151034.034804978)))"
2018-07-26,412000,13934,NA,NA,BALLANTYNE MEADOWS,DR,NA,2436,1998,2,1,4,AC-CENTRAL,IMP,0.353,"ALUM,VINYL",03108,"list(list(c(439245.261529199, 439191.845229198, 439183.883829199, 439234.328329202, 439237.7201292, 439240.841929199, 439245.261529199, 146459.837159403, 146418.582359401, 146440.156159402, 146478.676859405, 146473.429959404, 146468.017959405, 146459.837159403)))"
2017-06-02,377000,20418,NA,NA,MIDDLETOWN,RD,NA,2845,1994,3,1,4,AC-CENTRAL,IMP,0,FACE BRICK,03106,"list(list(c(437451.1288292, 437450.683576513, 437450.96424112, 437451.9670292, 437410.2095292, 437407.810729202, 437409.868229201, 437451.1288292, 193685.985059402, 193679.756703436, 193673.518763444, 193667.355559401, 193663.962959406, 193668.077959403, 193692.690659401, 193685.985059402)))"
2016-06-16,126000,418,NA,NA,TRIBUNE,DR,NA,1646,2004,2,2,3,AC-CENTRAL,IMP,0.1266,"ALUM,VINYL",03108,"list(list(c(430170.509277927, 430204.113354635, 430211.163583238, 430177.90069271, 430170.509277927, 170967.76588194, 170993.314269039, 170983.463303837, 170958.051886517, 170967.76588194)))"
2020-04-01,900000,2523,NA,NA,BALLENCOURT,LN,NA,3957,1988,3,1,4,AC-CENTRAL,IMP,0,FACE BRICK,03104,"list(list(c(444670.742929202, 444654.557929199, 444604.662129199, 444615.642729201, 444626.363929202, 444670.742929202, 155146.770359404, 155120.526959402, 155147.776159408, 155160.390959401, 155173.227059407, 155146.770359404)))"
2010-07-27,153000,6500,NA,NA,BARRY WHITAKER,PL,NA,2576,1992,2,1,4,AC-CENTRAL,IMP,0,MASONITE,03107,"list(list(c(456657.026930964, 456666.10998913, 456674.522485958, 456685.73914839, 456689.914916743, 456694.412828858, 456682.569222049, 456649.163075238, 456648.401073714, 456647.700032313, 456646.968510848, 456646.176029265, 456645.383547677, 456644.530105972, 456643.707144325, 456642.823222559, 456641.90882073, 456640.994418901, 456640.110497133, 456639.196095303, 456638.281693474, 456637.458731828, 456637.032010977, 456629.533915978, 456633.465843844, 456637.032010977, 456639.104655121, 456657.026930964, 
160252.180601271, 160242.975622867, 160234.410725734, 160223.041662993, 160226.42400488, 160220.838320351, 160212.160281232, 160187.5933521, 160188.294393502, 160188.903994721, 160189.422155758, 160189.909836729, 160190.336557585, 160190.702318321, 160191.037598988, 160191.281439475, 160191.4947999, 160191.616720151, 160191.70816033, 160191.708160329, 160191.677680265, 160191.555760025, 160194.32944557, 160247.273311457, 160245.810268534, 160244.469145848, 160243.676664268, 160252.180601271)))"
2018-04-30,326000,8643,NA,NA,COMMON OAK,LN,NA,2381,1999,2,1,3,AC-CENTRAL,IMP,0.368,"ALUM,VINYL",03106,"list(list(c(437864.5544292, 437849.046129202, 437806.9075292, 437807.1563292, 437807.097529202, 437806.732429199, 437806.068329199, 437805.118329199, 437810.031729198, 437827.902129198, 437864.5544292, 188607.034459405, 188589.490159401, 188599.682659406, 188601.848659406, 188604.028059405, 188606.177559404, 188608.254159403, 188610.216559405, 188613.093959404, 188634.2013594, 188607.034459405)))"
2016-06-16,139000,10904,NA,NA,WINTERBOURNE,CT,NA,1184,1985,2,1,2,AC-CENTRAL,IMP,0,WOOD ON SHTG,03104,"list(list(c(445877.641358191, 445881.716351843, 445868.076715064, 445863.733306377, 445877.641358191, 147718.078302567, 147713.466478846, 147702.283534977, 147707.065666044, 147718.078302567)))"
2016-05-24,275000,1455,NA,NA,BRITTLE CREEK,DR,NA,2420,1986,2,1,5,AC-CENTRAL,IMP,0,"ALUM,VINYL",03108,"list(list(c(451703.55982403, 451695.168781765, 451687.31452304, 451661.855861621, 451649.762516436, 451651.882983055, 451653.812191334, 451655.500530865, 451656.904585283, 451657.988248735, 451658.723654356, 451703.55982403, 151350.90551872, 151334.936270438, 151318.696285805, 151307.317888548, 151359.683585779, 151360.709548584, 151362.061263715, 151363.703971232, 151365.59542823, 151367.68699508, 151369.924886262, 151350.90551872)))"
2015-07-17,154000,11931,NA,NA,CREEK TURN,DR,NA,1592,2002,2,0,3,AC-CENTRAL,IMP,0.186,"ALUM,VINYL",03108,"list(c(428048.527057966, 428047.612656137, 428038.124213157, 428039.002038916, 428039.840240592, 428040.715018339, 428041.592844097, 428042.467621844, 428043.30582352, 428044.183649279, 428045.058427026, 428045.936252784, 428046.81103053, 428047.231655375, 428047.649232206, 428048.527057965, 428049.401835712, 428050.240037388, 428051.117863148, 428052.678442265, 428068.832874574, 428067.385071678, 428066.546870002, 428065.708668325, 428064.833890579, 428063.995688902, 428063.157487226, 428062.31928555, 
428061.481083874, 428060.603258114, 428059.765056438, 428058.926854762, 428058.052077016, 428057.213875339, 428056.33604958, 428055.461271834, 428054.623070157, 428053.745244399, 428052.870466653, 428051.992640894, 428051.154439217, 428050.27966147, 428049.401835712, 428048.527057966, 154636.970034854, 154636.921266749, 154673.908820729, 154674.204477321, 154674.4970859, 154674.783598481, 154675.070111053, 154675.365767644, 154675.652280215, 154675.944888799, 154676.231401376, 154676.517913946, 154676.81357054, 
154676.965970844, 154677.10922713, 154677.40488372, 154677.697492305, 154677.993148897, 154678.288805492, 154679.005086922, 154644.617482142, 154643.971304855, 154643.590304093, 154643.227591369, 154642.874022659, 154642.51435794, 154642.160789234, 154641.828556568, 154641.484131882, 154641.151899216, 154640.816618543, 154640.484385881, 154640.179585271, 154639.856496625, 154639.551696017, 154639.246895407, 154638.951238814, 154638.655582225, 154638.369069648, 154638.073413056, 154637.789948493, 
154637.521723957, 154637.256547427, 154636.970034854))"
2014-07-28,375000,6509,NA,NA,APRIL MIST,TL,NA,3537,2006,2,1,3,AC-CENTRAL,IMP,0.324,HARDIPLANK,03106,"list(list(c(435105.49937191, 435104.392945698, 435111.40335972, 435137.463811841, 435136.893834699, 435135.903232718, 435134.988830889, 435134.074429061, 435133.160027231, 435132.245625403, 435131.331223574, 435130.416821745, 435129.502419916, 435128.588018087, 435127.673616259, 435126.795790504, 435125.881388676, 435124.966986847, 435124.092209096, 435123.177807267, 435122.263405439, 435121.385579684, 435120.510801933, 435119.596400105, 435118.71857435, 435117.843796599, 435116.965970845, 435116.091193094, 
435115.21336734, 435114.375165663, 435113.500387912, 435112.622562158, 435111.784360481, 435110.946158806, 435110.107957129, 435109.233179377, 435108.431553776, 435107.5933521, 435106.755150424, 435105.49937191, 182031.799600514, 182031.36373564, 182082.570238054, 182082.302013515, 182039.459239831, 182039.325127563, 182039.306839526, 182039.28855149, 182039.230639372, 182039.191015297, 182039.114815142, 182039.038614991, 182038.944126802, 182038.849638613, 182038.733814379, 182038.602750115, 182038.468637852, 
182038.316237544, 182038.145549202, 182037.971812859, 182037.782836481, 182037.590812097, 182037.383547679, 182037.154947221, 182036.926346764, 182036.676410267, 182036.411233734, 182036.143009201, 182035.859544631, 182035.573032059, 182035.26823145, 182034.945142803, 182034.619006153, 182034.295917505, 182033.933204781, 182033.573540061, 182033.210827334, 182032.829826572, 182032.430537773, 182031.799600514)))"
2013-03-11,172000,6234,NA,NA,SHELLEY,AV,NA,2536,2006,2,1,4,AC-CENTRAL,IMP,0.15,"ALUM,VINYL",03103,"list(list(c(449307.034550982, 449306.235973383, 449270.687078287, 449271.525279963, 449307.034550982, 181411.722384359, 181394.805950524, 181396.595130105, 181413.435363787, 181411.722384359)))"
2021-03-31,256500,13909,NA,NA,HELEN BENSON,BV,NA,1446,2010,2,1,3,AC-CENTRAL,IMP,0.05,HARDIPLANK,03106,"list(list(c(448674.717029199, 448683.110729199, 448675.9741292, 448667.569229199, 448674.717029199, 190174.215159407, 190148.344259402, 190146.044359401, 190171.948959403, 190174.215159407)))"
2012-04-30,139500,7709,NA,NA,WINTERSET,DR,NA,1447,1976,2,0,3,AC-CENTRAL,IMP,0,MASONITE,03104,"list(list(c(450026.36398964, 450020.420377754, 449960.039376989, 449966.562110037, 450026.36398964, 156172.08916109, 156147.918472752, 156163.219463354, 156186.93295078, 156172.08916109)))"
2015-04-28,89500,4291,NA,NA,MELROSE CLUB,DR,NA,1152,1998,2,1,2,AC-CENTRAL,IMP,0,"ALUM,VINYL",03101,"list(c(453485.165107239, 453482.65050221, 453462.381261671, 453464.859290629, 453485.165107239, 158906.065285041, 158901.063507038, 158911.207271328, 158916.151137215, 158906.065285041))"
2022-02-14,427500,11825,NA,NA,WITHERS MILL,DR,NA,2065,1998,2,1,3,AC-CENTRAL,IMP,0.225,"ALUM,VINYL",03108,"list(list(c(427573.5253292, 427531.584129202, 427536.8171292, 427578.666329201, 427573.5253292, 155248.943059403, 155259.226059401, 155280.149959406, 155269.813159402, 155248.943059403)))"
2017-09-08,330000,2449,NA,NA,SETH THOMAS,RD,NA,2832,1969,2,1,4,AC-CENTRAL,IMP,0,MASONITE,03105,"list(list(c(440593.211629202, 440626.0996292, 440619.3027292, 440586.079529202, 440593.211629202, 154592.612359404, 154588.771959402, 154539.211359404, 154543.569959407, 154592.612359404)))"
2017-05-16,85000,1928,NA,NA,GRIER,AV,NA,1742,1952,1,0,3,AC-NONE,IMP,0,FACE BRICK,03102,"list(list(c(441044.194629202, 441050.595429201, 441046.4122292, 441012.525829198, 441015.421429199, 441029.198429199, 441044.194629202, 168668.792259404, 168668.0627594, 168633.561659405, 168637.733059403, 168671.961959404, 168670.437959403, 168668.792259404)))"
2014-08-01,179000,8433,NA,NA,JUNCTION,CT,NA,1932,1989,2,1,3,AC-CENTRAL,IMP,0,MASONITE,03107,"list(list(c(456861.026930966, 456854.446285805, 456853.71476434, 456852.800362511, 456851.885960682, 456851.002038917, 456850.087637088, 456849.17323526, 456848.25883343, 456847.344431602, 456846.460509832, 456845.607068126, 456844.723146357, 456843.86970465, 456843.077223067, 456842.28474148, 456841.522739955, 456840.760738431, 456840.029216971, 456839.358655629, 456838.688094287, 456838.383293678, 456803.724416362, 456851.577167185, 456861.026930966, 165249.724924364, 165179.069095054, 165179.191015293, 
165179.31293554, 165179.40437572, 165179.40437572, 165179.404375722, 165179.312935537, 165179.191015293, 165179.00813493, 165178.7947745, 165178.550934016, 165178.215653343, 165177.849892613, 165177.453651819, 165177.026930968, 165176.508769929, 165175.990608891, 165175.441967795, 165174.832366578, 165174.161805234, 165173.857004624, 165200.066809047, 165257.098051111, 165249.724924364)))"
2021-10-07,330000,7315,NA,NA,DULNIAN,WY,NA,1940,2016,2,1,3,AC-CENTRAL,IMP,0.07,"ALUM,VINYL",03108,"list(list(c(429269.846829201, 429268.2268292, 429240.062629202, 429241.682929199, 429269.846829201, 158773.308959403, 158763.588859406, 158768.281859403, 158778.002059402, 158773.308959403)))"
2022-12-29,400000,14159,NA,NA,CREEKSIDE,DR,NA,1869,1974,2,0,4,AC-CENTRAL,IMP,0,FACE BRICK,03107,"list(list(c(457715.111729198, 457709.6522292, 457703.823329199, 457697.701029202, 457691.364829201, 457684.897429202, 457678.382929198, 457671.906229197, 457658.534629201, 457673.430229198, 457684.899829201, 457715.111729198, 153988.098259403, 153984.543859404, 153981.634459408, 153979.408059402, 153977.893659404, 153977.110859404, 153977.070059404, 153977.771559404, 153981.697459403, 154031.806659404, 154035.494759403, 153988.098259403)))"
2015-05-13,198000,205,NA,NA,GILEAD,RD,NA,1308,1945,1,0,3,AC-CENTRAL,IMP,0.606,FACE BRICK,03106,"list(c(441878.704413819, 441865.443491799, 441859.384055677, 441880.643898196, 441896.112529133, 441902.552966017, 441887.273311454, 441878.704413819, 185702.114243642, 185701.809252528, 185764.790202492, 185765.646692205, 185766.466605842, 185702.437141785, 185702.306077524, 185702.114243642))"
2020-07-24,237000,8506,NA,NA,STRIDER,DR,NA,2147,2009,2,1,3,AC-CENTRAL,IMP,0.15,"ALUM,VINYL",03101,"list(list(c(452237.539929199, 452221.120329201, 452240.551329198, 452250.457429202, 452250.9709292, 452251.325229199, 452251.510729198, 452251.522329199, 452251.3595292, 452251.026829202, 452250.5336292, 452237.539929199, 159017.021759405, 159028.2323594, 159056.9201594, 159043.024359404, 159042.106359406, 159041.1159594, 159040.080559404, 159039.028759404, 159037.989559407, 159036.991659405, 159036.062659407, 159017.021759405)))"
2021-01-14,540000,1617,NA,NA,GENEVA,CT,NA,1376,1953,2,1,3,AC-CENTRAL,IMP,0,FACE BRICK,03105,"list(list(c(441475.304729199, 441489.128229201, 441484.641129199, 441463.412529202, 441467.8700292, 441475.304729199, 160874.400459406, 160873.202459405, 160828.664059402, 160830.802759405, 160875.047059401, 160874.400459406)))"
2015-07-30,315000,6209,NA,NA,DOVEFIELD,RD,NA,2360,1980,2,1,3,AC-CENTRAL,IMP,0,WOOD ON SHTG,03104,"list(c(446593.059443029, 446557.976892865, 446530.544838002, 446581.32461956, 446582.117101142, 446584.189745291, 446586.262389436, 446590.133357178, 446592.41936175, 446594.735846382, 446595.95504882, 446598.423933756, 446599.917456746, 446593.059443029, 147579.180855273, 147546.049029008, 147583.173743261, 147610.97155885, 147609.691396296, 147606.460509832, 147603.26010343, 147597.804172521, 147594.756166426, 147591.73864039, 147590.214637342, 147587.31903155, 147585.673108255, 147579.180855273
))"
2015-06-17,179000,1029,NA,NA,WISHING WELL,LN,NA,1980,1977,2,1,4,AC-CENTRAL,IMP,0,MASONITE,03104,"list(c(450370.179077267, 450352.348241605, 450329.366275643, 450341.771660455, 450345.276867466, 450366.064269036, 450370.179077267, 155877.682252274, 155867.959112831, 155908.68047427, 155929.3459556, 155935.167647248, 155929.254515422, 155877.682252274))"
2021-06-11,312000,2411,NA,NA,IMPATIEN,DR,NA,2538,2014,2,1,4,AC-CENTRAL,IMP,0.199,"ALUM,VINYL",03107,"list(list(c(453301.164929202, 453299.394229199, 453317.071329202, 453318.963929201, 453323.6058292, 453303.274929198, 453301.164929202, 171443.969759401, 171462.653559402, 171464.717859404, 171464.938859401, 171426.426559403, 171424.126259406, 171443.969759401)))"
2015-09-29,110000,8338,NA,NA,CHACEVIEW,CT,NA,1330,2003,2,1,3,AC-CENTRAL,IMP,0.045,"ALUM,VINYL",03102,"list(c(445269.685300282, 445246.785630479, 445246.709430327, 445246.633230175, 445246.557030022, 445246.48082987, 445246.368053647, 445246.252229413, 445246.099829108, 445245.987052886, 445245.83465258, 445268.655074219, 445269.685300282, 177346.578366069, 177343.490735896, 177344.405137725, 177345.319539553, 177346.233941381, 177347.148343209, 177348.044457, 177348.95885883, 177349.854972621, 177350.769374452, 177351.662440236, 177354.405645721, 177346.578366069))"
2018-08-13,68000,238,NA,NA,CROMER,ST,NA,952,1910,1,0,2,AC-CENTRAL,IMP,0,"ALUM,VINYL",03102,"list(list(c(438094.974529199, 438113.262529199, 438140.664129198, 438121.797029198, 438094.974529199, 169243.981359404, 169258.246059401, 169221.456659403, 169207.984459403, 169243.981359404)))"
2013-01-29,160000,3926,NA,NA,MELSHIRE,LN,NA,2600,1988,2,1,4,AC-CENTRAL,IMP,0,MASONITE,03106,"list(list(c(446209.041154995, 446208.431553776, 446197.733052377, 446204.011944937, 446235.375927662, 446229.097035106, 446226.993910897, 446222.117101144, 446217.514611942, 446213.247403407, 446209.041154995, 178338.530613974, 178337.433331777, 178375.716288347, 178383.732544375, 178359.653296222, 178355.447047808, 178354.258325429, 178351.11887915, 178347.430791773, 178343.346463607, 178338.530613974)))"
2013-10-01,165000,6312,NA,NA,PROSPERITY COMMONS,DR,NA,2309,2007,2,1,5,AC-CENTRAL,IMP,0.1297,"ALUM,VINYL",03106,"list(list(c(447673.836684586, 447672.38888169, 447637.260611434, 447638.70841433, 447673.836684586, 182065.824492565, 182050.925838765, 182054.089669092, 182068.872498658, 182065.824492565)))"
2018-01-31,190000,926,NA,NA,STANDEN PLACE,CT,NA,1586,2007,2,1,3,AC-CENTRAL,IMP,0,"ALUM,VINYL",03108,"list(list(c(437244.035829201, 437250.7414292, 437239.500429201, 437232.870929202, 437244.035829201, 148637.635159402, 148633.215559404, 148616.183359407, 148620.566359406, 148637.635159402)))"
2019-12-12,225000,13605,NA,NA,GLENCREEK,LN,NA,1395,2000,2,0,3,AC-CENTRAL,IMP,0.148,"ALUM,VINYL",03106,"list(list(c(435864.9466292, 435860.261829199, 435859.155429199, 435890.360829199, 435891.467429201, 435892.191929201, 435892.531029198, 435892.539129201, 435892.4712292, 435892.329129199, 435892.116529201, 435891.839229198, 435891.5045292, 435891.121429197, 435890.6999292, 435890.251429198, 435889.787829199, 435883.403629201, 435877.106529199, 435870.940129198, 435864.9466292, 184903.213259405, 184918.776459405, 184922.491959405, 184930.035759406, 184924.283359402, 184918.470459403, 184912.622459406, 
184912.155659406, 184911.693759404, 184911.249059403, 184910.833359404, 184910.457759402, 184910.132259408, 184909.865559406, 184909.664659406, 184909.534959408, 184909.479959403, 184908.693259401, 184907.379859402, 184905.5490594, 184903.213259405)))"
2015-05-22,1350000,1909,NA,NA,MARYLAND,AV,NA,4154,2000,3,1,5,AC-CENTRAL,IMP,0,FACE BRICK,03105,"list(c(441990.326397563, 441939.881896675, 441937.595892103, 441935.279407467, 441932.658122227, 441931.621800152, 441982.706382323, 441983.011182934, 441983.315983543, 441983.620784153, 441983.925584762, 441984.291345495, 441984.596146105, 441984.900946714, 441985.205747323, 441985.510547934, 441985.815348543, 441986.120149153, 441986.455429821, 441986.76023043, 441987.065031041, 441987.36983165, 441987.705112319, 441988.009912928, 441988.314713537, 441988.619514147, 441988.954794821, 441989.25959543, 
441989.56439604, 441989.930156772, 441990.234957382, 441990.326397563, 160499.648216209, 160480.262897436, 160485.718828348, 160491.510039931, 160498.154693219, 160500.897898705, 160520.557538027, 160519.704096319, 160518.850654615, 160517.997212907, 160517.11329114, 160516.259849431, 160515.406407726, 160514.522485954, 160513.66904425, 160512.815602545, 160511.962160835, 160511.108719129, 160510.224797362, 160509.371355654, 160508.517913947, 160507.664472242, 160506.811030535, 160505.957588827, 
160505.07366706, 160504.220225353, 160503.366783646, 160502.513341935, 160501.659900231, 160500.806458521, 160499.95301682, 160499.648216209))"
2015-03-06,277500,9326,NA,NA,CARNEROS CREEK,RD,NA,2285,2014,2,0,3,AC-CENTRAL,IMP,0.179,HARDIPLANK,03108,"list(c(428464.491497892, 428435.32455606, 428423.327032566, 428452.581414071, 428464.491497892, 166035.012643439, 166013.071190554, 166028.980639372, 166050.82284155, 166035.012643439))"
2020-08-14,445000,12301,NA,NA,WILLINGDON,RD,NA,3287,2001,2,1,3,AC-CENTRAL,IMP,0,"ALUM,VINYL",03106,"list(list(c(443486.562029201, 443410.666729202, 443409.6761292, 443479.018229202, 443481.771429201, 443483.956529201, 443485.5574292, 443486.562029201, 188379.217359402, 188371.499859404, 188384.551359401, 188406.152559402, 188399.688859405, 188393.011659404, 188386.170859405, 188379.217359402)))"
