dte_dateof,amt_price,houseno,houseunit,stdir,stname,sttype,stsuffix,heatedarea,yearbuilt,fullbaths,halfbaths,bedrooms,actype,vacantorim,totalac,siding,area,geometry
2019-09-09,235000,7127,NA,NA,BRIGHTON PARK,DR,NA,2356,2011,2,2,3,AC-CENTRAL,IMP,0.054,"ALUM,VINYL",03107,"list(list(c(458106.681029201, 458130.058129201, 458134.5990292, 458111.2909292, 458106.681029201, 158969.520359403, 158988.221959406, 158982.599159406, 158963.768759408, 158969.520359403)))"
2017-09-20,165000,9218,NA,NA,ROTHERHAM,LN,NA,1482,1995,2,1,3,AC-CENTRAL,IMP,0,MASONITE,03106,"list(list(c(439799.9959292, 439765.989829202, 439764.3955292, 439766.312929199, 439768.045589835, 439769.677064807, 439771.172629202, 439772.557129199, 439773.969863661, 439775.465911679, 439777.014413955, 439778.5834292, 439792.8384292, 439793.817795458, 439794.761819364, 439795.645644723, 439796.446000372, 439797.141812908, 439797.714761557, 439798.149760552, 439798.435356349, 439798.564029199, 439799.129129199, 439799.9959292, 178699.119459405, 178693.906059403, 178713.207359406, 178713.514659405, 
178714.0833514, 178714.898098523, 178715.941559406, 178716.906859406, 178717.59016326, 178718.064044199, 178718.318727382, 178718.348959399, 178717.500659407, 178717.361854516, 178717.066483678, 178716.622324026, 178716.041070294, 178715.338026927, 178714.531705088, 178713.643335266, 178712.696308284, 178711.715559406, 178704.955459405, 178699.119459405)))"
2022-10-07,430000,4522,NA,NA,HALSTEAD,DR,NA,1661,1968,2,0,3,AC-CENTRAL,IMP,0,FACE BRICK,03105,"list(list(c(440640.120629198, 440642.711429202, 440592.602129199, 440591.413429203, 440589.615129198, 440640.120629198, 159009.569359406, 158985.520659402, 158979.942759405, 158991.555659406, 159009.295059403, 159009.569359406)))"
2020-01-24,170000,608,NA,NA,PEACEFUL GLEN,RD,NA,1222,1971,2,0,3,AC-NONE,IMP,0,FACE BRICK,03105,"list(list(c(436101.517629202, 436067.105629198, 436062.727929199, 436058.510229201, 436056.4603292, 436054.855829201, 436053.724829199, 436053.023829202, 436091.520129198, 436101.517629202, 154408.116559406, 154378.703259408, 154383.648659404, 154388.731159403, 154391.984859402, 154395.4798594, 154399.155359402, 154401.685259406, 154420.979059404, 154408.116559406)))"
2021-12-03,291000,11502,NA,NA,GALASHIELS,DR,NA,1476,2014,2,1,3,AC-CENTRAL,IMP,0.06,"ALUM,VINYL",03106,"list(list(c(435727.742129201, 435705.355629202, 435708.318729201, 435708.576129202, 435708.9118292, 435709.315729201, 435709.775629202, 435710.277629201, 435710.806529199, 435711.346329202, 435711.880929199, 435712.393929199, 435727.597329201, 435728.285129202, 435728.898929201, 435729.422129199, 435729.840329199, 435730.142129201, 435730.3193292, 435730.3670292, 435730.2839292, 435730.072329202, 435727.742129201, 183667.917759405, 183677.621859401, 183684.315659403, 183684.790459403, 183685.213559409, 
183685.572159401, 183685.855359404, 183686.054759404, 183686.164159404, 183686.180459406, 183686.1029594, 183685.934159403, 183679.268159403, 183678.876259408, 183678.376459402, 183677.7823594, 183677.110259402, 183676.378359402, 183675.6068594, 183674.816659402, 183674.029459404, 183673.266659404, 183667.917759405)))"
2010-06-30,635000,7505,NA,NA,TRIPPER,LN,NA,3921,1996,4,0,4,AC-CENTRAL,IMP,0,FACE BRICK,03104,"list(list(c(447068.389897692, 447021.25857943, 447021.98400488, 447022.593606099, 447023.050807014, 447023.46838385, 447023.849384612, 447024.154185221, 447024.382785679, 447024.535185983, 447024.651010214, 447024.687586288, 447024.651010214, 447024.535185984, 447024.382785679, 447024.154185221, 447023.849384612, 447023.508007927, 447023.087383087, 447022.593606099, 447022.060205032, 447021.487179888, 447020.841002594, 447020.155201222, 447019.429775773, 447019.088399089, 447045.566428046, 447070.102877119, 
447082.334525581, 447068.389897692, 151900.214129341, 151892.231401377, 151892.746514401, 151893.603004118, 151894.392437698, 151895.184919282, 151896.041408994, 151896.897898707, 151897.775724464, 151898.690126291, 151899.604528121, 151900.518929949, 151901.402851721, 151902.317253549, 151903.231655377, 151904.118625149, 151904.975114865, 151905.822460558, 151906.614942141, 151907.413519739, 151908.138945193, 151908.843034599, 151909.510547932, 151910.120149152, 151910.671838255, 151910.882150675, 
151951.728480369, 151949.381515676, 151948.189745294, 151900.214129341)))"
2018-07-11,145500,3941,NA,NA,FAR WEST,DR,NA,1204,2002,2,1,3,AC-CENTRAL,IMP,0.185,"ALUM,VINYL",03102,"list(list(c(443659.576029199, 443686.627029198, 443700.8765292, 443673.444429198, 443659.576029199, 173914.273459405, 173943.555659402, 173930.866859406, 173901.950359404, 173914.273459405)))"
2016-02-18,66000,5124,NA,NA,SHADY GROVE,LN,NA,965,1958,1,0,2,AC-NONE,IMP,0,FACE BRICK,03105,"list(list(c(437059.323095558, 437036.615450143, 437028.141993192, 437047.953842316, 437051.581160073, 437059.323095558, 159465.916948745, 159461.64974021, 159507.918282249, 159511.667520244, 159512.368371147, 159465.916948745)))"
2020-07-30,175000,8227,NA,NA,CHACEVIEW,CT,NA,1327,2004,2,1,3,AC-CENTRAL,IMP,0.044,"ALUM,VINYL",03102,"list(list(c(445205.8275292, 445190.739929201, 445196.6073292, 445211.695029202, 445205.8275292, 177296.293359405, 177312.886659403, 177318.2207594, 177301.627359406, 177296.293359405)))"
2022-01-27,365000,2430,NA,NA,ROYAL YORK,AV,NA,1704,2015,2,1,3,AC-CENTRAL,IMP,0.043,"ALUM,VINYL",03105,"list(list(c(439835.197829198, 439828.505129201, 439825.0024292, 439831.646529202, 439835.197829198, 156020.017959403, 156019.471459404, 156045.455859403, 156046.363459402, 156020.017959403)))"
2010-05-14,364000,13722,NA,NA,CHANDLERS GREEN,CT,NA,3537,2002,2,1,1,AC-CENTRAL,IMP,0,FACE BRICK,03106,"list(list(c(444539.15443922, 444497.091955096, 444477.051315014, 444488.136913187, 444488.670314253, 444492.023120959, 444536.944634801, 444536.868434648, 444536.828810571, 444536.752610418, 444536.716034344, 444536.676410266, 444536.639834191, 444536.639834192, 444536.639834191, 444536.639834191, 444536.676410266, 444536.676410266, 444536.752610418, 444536.792234496, 444536.868434648, 444536.981210876, 444537.057411027, 444537.173235258, 444537.286011485, 444537.401835715, 444537.55423602, 444537.706636325, 
444537.859036629, 444538.048013008, 444538.240037392, 444538.429013771, 444538.621038153, 444538.849638611, 444539.15443922, 187696.424441764, 187693.205747323, 187697.338843592, 187721.265691447, 187722.408693733, 187729.705620323, 187722.045981006, 187721.131579178, 187720.217177348, 187719.302775521, 187718.388373691, 187717.495307903, 187716.580906073, 187715.666504245, 187714.752102417, 187713.837700584, 187712.923298759, 187712.00889693, 187711.094495098, 187710.180093274, 187709.265691443, 
187708.351289614, 187707.436887786, 187706.540773993, 187705.626372167, 187704.711970333, 187703.815856544, 187702.919742753, 187702.005340925, 187701.112275135, 187700.216161346, 187699.320047554, 187698.445269804, 187697.549156011, 187696.424441764)))"
2012-05-15,250000,8017,NA,NA,RISING MEADOW,RD,NA,2431,1973,2,1,2,AC-CENTRAL,IMP,0,WOOD ON SHTG,03104,"list(list(c(446378.73889439, 446373.63348418, 446316.270009452, 446316.818650548, 446321.451619815, 446378.73889439, 150482.072905057, 150443.878919789, 150451.316999544, 150455.401327715, 150489.356115628, 150482.072905057)))"
2019-02-26,1305500,1635,NA,NA,BRANDON,RD,NA,3324,1925,3,0,4,AC-NONE,IMP,0,FACE BRICK,03105,"list(list(c(443033.746229199, 443033.3352292, 443033.1644292, 443023.9052292, 442962.244029198, 442973.582629199, 443036.106729201, 443033.746229199, 161653.256759404, 161652.336759406, 161651.942459405, 161627.105559402, 161653.989059404, 161683.310859404, 161658.540959406, 161653.256759404)))"
2012-02-29,170000,2725,NA,NA,KIRKHOLM,DR,NA,2174,1991,2,1,4,AC-CENTRAL,IMP,0,MASONITE,03107,"list(list(c(456164.255785422, 456129.508515927, 456114.390405693, 456157.458731828, 456164.255785422, 153716.158249229, 153706.770390453, 153731.428759768, 153740.755658423, 153716.158249229)))"
2021-04-29,332500,7930,NA,NA,COTTSBROOKE,DR,NA,2110,2000,2,0,3,AC-CENTRAL,IMP,0,"ALUM,VINYL",03106,"list(list(c(439290.984329201, 439262.151329199, 439271.957929199, 439300.522329198, 439290.984329201, 187357.279259402, 187379.932659402, 187392.0108594, 187369.111259405, 187357.279259402)))"
2014-03-17,100000,8429,NA,NA,SHIREDALE,LN,NA,924,1979,2,0,3,AC-CENTRAL,IMP,0,"ALUM,VINYL",03101,"list(list(c(452253.938284789, 452220.562618037, 452213.430283771, 452211.479559871, 452202.426981765, 452228.883674678, 452235.254007421, 452254.151645216, 452253.938284789, 159270.173997261, 159227.532391979, 159232.043441001, 159233.415043742, 159238.535693983, 159289.986036884, 159285.078747069, 159270.417837746, 159270.173997261)))"
2022-07-18,415000,4116,NA,NA,TIPPERARY,PL,NA,1293,1964,1,0,3,AC-NONE,IMP,0,FACE BRICK,03103,"list(list(c(449740.278029201, 449758.535629198, 449779.444929201, 449768.319729201, 449740.278029201, 166590.874959406, 166603.585159402, 166573.714659408, 166544.453859402, 166590.874959406)))"
2020-04-03,165500,15931,NA,NA,ROSE GLENN,LN,NA,1344,2009,2,1,3,AC-CENTRAL,IMP,0.055,HARDIPLANK,03106,"list(list(c(448510.3619292, 448505.9422292, 448481.826429198, 448486.1302292, 448510.3619292, 189594.265359406, 189588.379659405, 189607.066959401, 189612.763759402, 189594.265359406)))"
2010-10-08,190000,4713,NA,NA,ASPEN,CT,NA,1290,1962,1,1,3,AC-CENTRAL,IMP,0,FACE BRICK,03104,"list(list(c(442443.077223067, 442442.955302822, 442397.204731322, 442397.936252783, 442397.997212906, 442398.210573333, 442398.393453697, 442398.667774248, 442398.820174552, 442443.778264469, 442443.534423981, 442443.077223067, 156537.179331271, 156532.424441763, 156534.344685601, 156558.14961321, 156560.770898455, 156565.800108513, 156566.684030278, 156567.567952049, 156568.025152963, 156569.213875343, 156559.368815648, 156537.179331271)))"
2019-12-10,99000,7146,NA,NA,STONINGTON,LN,NA,1221,1982,2,0,3,AC-CENTRAL,IMP,0,"ALUM,VINYL",03103,"list(list(c(453329.026129201, 453321.272129198, 453316.335429199, 453316.219029198, 453307.978129198, 453311.540829199, 453313.251929199, 453315.231129201, 453320.5808292, 453322.9094292, 453329.026129201, 162349.150459406, 162342.6009594, 162348.445559401, 162348.347259406, 162358.103759403, 162361.112959403, 162359.087159405, 162360.758959405, 162354.425359404, 162356.392159403, 162349.150459406)))"
2017-10-17,132500,8007,NA,NA,SEATTLE SLEW,CT,NA,1359,1999,2,0,3,AC-CENTRAL,IMP,0.268,"ALUM,VINYL",03107,"list(list(c(453908.4449292, 453909.553429199, 453890.323229198, 453864.624929201, 453866.265971789, 453867.74753857, 453869.02496584, 453870.059743937, 453870.820678165, 453871.284829201, 453908.4449292, 166618.477759404, 166593.985759407, 166582.809459398, 166612.626359405, 166613.405333513, 166614.456419288, 166615.747930424, 166617.240932674, 166618.890417604, 166620.646659398, 166618.477759404)))"
2020-11-12,200000,7429,NA,NA,MARLBROOK,DR,NA,1584,1968,1,1,3,AC-CENTRAL,IMP,0,"ALUM,VINYL",03101,"list(list(c(451321.309329198, 451303.448029202, 451338.608629199, 451349.7737292, 451354.8709292, 451321.309329198, 161083.0365594, 161105.957559407, 161133.563859403, 161118.610759407, 161111.750859405, 161083.0365594)))"
2020-03-17,141000,3221,NA,NA,MARKLAND,DR,NA,1019,1963,1,0,3,AC-NONE,IMP,0,FACE BRICK,03105,"list(list(c(435576.529029201, 435572.834829201, 435560.413929199, 435547.993629198, 435536.411129198, 435539.306729198, 435576.529029201, 163947.010059401, 163923.348459402, 163923.229559405, 163923.406359406, 163924.150059404, 163950.570159403, 163947.010059401)))"
2019-07-31,3525000,18525,NA,NA,PENINSULA CLUB,DR,NA,9350,1994,7,3,5,AC-CENTRAL,IMP,1.03,Other,03106,"list(list(c(435595.883429201, 435621.909129199, 435620.045529199, 435621.1159292, 435679.268329203, 435674.075529202, 435669.453929199, 435665.438329202, 435662.059029202, 435659.3416292, 435657.306529201, 435655.969129199, 435655.362429198, 435655.3596292, 435595.883429201, 191796.903859402, 191826.088159405, 191839.993059398, 191868.397159405, 191818.617759405, 191812.263759404, 191805.483059404, 191798.326859402, 191790.848959407, 191783.106059407, 191775.156459406, 191767.060259403, 191759.525059401, 
191759.456159404, 191796.903859402)))"
2011-10-04,124000,1400,NA,NA,MEADOW,LN,NA,1479,2010,2,0,3,AC-CENTRAL,IMP,0,HARDIPLANK,03101,"list(list(c(447088.771335335, 447076.621617274, 447054.136659184, 447066.079509072, 447066.871990655, 447076.22936937, 447088.771335335, 167008.063070159, 166975.354520503, 166983.945325686, 167014.51740595, 167016.71197034, 167013.115323141, 167008.063070159)))"
2020-08-17,250000,11546,NA,NA,RABBIT RIDGE,RD,NA,1596,2003,2,1,3,AC-CENTRAL,IMP,0,"ALUM,VINYL",03104,"list(list(c(448781.482029201, 448772.3776292, 448766.851629199, 448775.882829202, 448781.482029201, 146911.825959407, 146909.369259403, 146930.059159401, 146932.515859404, 146911.825959407)))"
2014-10-17,34000,119,NA,NA,OREGON,ST,NA,864,1928,1,0,2,AC-NONE,IMP,0,WOOD ON SHTG,03102,"list(list(c(438789.356115625, 438777.697492308, 438745.6934283, 438756.858274628, 438789.356115625, 168730.910598736, 168721.766580447, 168763.792488498, 168772.66828225, 168730.910598736)))"
2010-06-11,262000,3522,NA,NA,CONWAY,AV,NA,1673,1954,1,1,3,AC-NONE,IMP,0,FACE BRICK,03105,"list(list(c(439344.138945188, 439326.673870258, 439297.077731068, 439290.219717352, 439296.803410518, 439307.227591367, 439314.146565206, 439344.138945188, 161357.661932237, 161344.18974529, 161383.844304605, 161393.018802948, 161398.108973131, 161406.155709224, 161397.072651057, 161357.661932237)))"
2014-04-04,142000,7620,NA,NA,ROLLING HILL,RD,NA,2128,1963,2,0,3,AC-CENTRAL,IMP,0,FACE BRICK,03103,"list(list(c(453465.276867467, 453437.357131625, 453423.153423219, 453426.871990656, 453438.911614736, 453445.891548694, 453447.537471987, 453482.589542091, 453465.276867467, 163371.327159567, 163365.017786948, 163429.787916485, 163430.702318318, 163434.878086669, 163438.169933251, 163439.114815144, 163375.259087432, 163371.327159567)))"
2012-09-24,399000,3900,NA,NA,WINDWOOD,CR,NA,2780,1968,2,1,4,AC-CENTRAL,IMP,0,FACE BRICK,03104,"list(list(c(442125.353067617, 442101.852940618, 442065.977908867, 442089.538995989, 442125.474987863, 442125.353067617, 151730.565158041, 151655.98044887, 151667.471431851, 151744.159265232, 151730.869958649, 151730.565158041)))"
2016-09-27,78000,909,NA,NA,LEWISTON,AV,NA,1000,1962,1,0,2,AC-NONE,IMP,0,FACE BRICK,03102,"list(list(c(436852.241561393, 436829.686316283, 436846.17583876, 436867.847352606, 436852.241561393, 169328.716034346, 169369.406915726, 169378.611894132, 169337.219780849, 169328.716034346)))"
2014-09-12,145000,4718,NA,NA,AMBRIDGE,DR,NA,1892,1999,2,1,3,AC-CENTRAL,IMP,0.26,"ALUM,VINYL",03106,"list(list(c(433914.146565205, 433904.127769167, 433875.894088701, 433892.200921315, 433902.375165662, 433911.40335972, 433920.43460178, 433914.490989894, 433914.146565205, 177336.995434904, 177332.252737418, 177382.46863785, 177390.317253544, 177372.105417121, 177356.027184964, 177339.948952809, 177337.184411283, 177336.995434904)))"
2020-04-02,325000,13959,NA,NA,CINNABAR,PL,NA,2275,2006,3,1,3,AC-CENTRAL,IMP,0.14,HARDIPLANK,03106,"list(list(c(443014.9391292, 442987.963829201, 442977.3707292, 443000.262429202, 443000.403529202, 443004.1882292, 443007.821029199, 443011.093629199, 443014.9391292, 186180.365159404, 186159.945059402, 186170.199559405, 186193.593359405, 186193.493359403, 186190.703459404, 186187.718359404, 186184.641159401, 186180.365159404)))"
2013-12-18,170500,10258,NA,NA,GARMOYLE,ST,NA,1776,2003,2,1,3,AC-CENTRAL,IMP,0,"ALUM,VINYL",03104,"list(list(c(444861.633484178, 444842.315221543, 444841.781820476, 444846.277629468, 444857.899676711, 444861.176283264, 444861.633484178, 145703.169679251, 145702.112021137, 145712.103385119, 145712.350273613, 145712.990354892, 145713.161043233, 145703.169679251)))"
2020-03-30,290000,4137,NA,NA,SHERIDAN,DR,NA,1368,1951,2,0,3,AC-CENTRAL,IMP,0,FACE BRICK,03101,"list(list(c(447974.385229199, 447964.508929199, 447954.664629199, 447948.263829201, 447958.139429201, 447981.700429201, 447974.385229199, 163704.077959405, 163705.383659404, 163706.9125594, 163708.284159404, 163751.108659406, 163756.229259401, 163704.077959405)))"
2013-06-07,188000,5417,NA,NA,LONDONDERRY,RD,NA,1632,1964,2,0,3,AC-CENTRAL,IMP,0,FACE BRICK,03105,"list(list(c(439357.519691951, 439345.480067872, 439304.728226368, 439307.989592892, 439320.05969703, 439361.329699572, 439357.519691951, 158000.770898451, 157986.65863023, 158018.601734114, 158022.777502466, 158037.956572825, 158005.251467415, 158000.770898451)))"
2013-11-07,860000,11711,NA,NA,SMART,LN,NA,4959,2003,4,1,4,AC-CENTRAL,IMP,0.437,Other,03108,"list(list(c(439961.466859847, 439962.381261675, 439963.295663504, 439964.210065333, 439965.124467162, 439966.002292916, 439966.877070667, 439967.983496879, 439949.122435158, 439939.332239576, 439931.748800411, 439911.82398456, 439898.906534726, 439948.323857559, 439948.665234243, 439949.046235005, 439949.503435919, 439950.000260912, 439950.533661978, 439951.103639121, 439951.713240339, 439952.399041711, 439953.084843082, 439953.810268532, 439954.572270056, 439955.370847655, 439956.172473257, 439957.010674932, 
439957.885452684, 439958.763278438, 439959.638056189, 439960.552458018, 439961.466859847, 145704.160281234, 145704.111513136, 145704.129801176, 145704.196857307, 145704.321825555, 145704.492513898, 145704.730258372, 145705.092971099, 145668.401073716, 145667.965208843, 145667.629928173, 145684.643898199, 145695.67158426, 145714.044965002, 145713.197619312, 145712.36856165, 145711.569984051, 145710.79883851, 145710.064269042, 145709.351035615, 145708.68352228, 145708.046489004, 145707.455175822, 145706.903486719, 
145706.39751771, 145705.940316791, 145705.531883975, 145705.169171253, 145704.864370642, 145704.608338128, 145704.398025707, 145704.254769422, 145704.160281234)))"
2018-09-20,1048000,2213,NA,NA,COLONY,RD,NA,2711,1938,4,0,4,AC-CENTRAL,IMP,0,HARDIPLANK,03105,"list(list(c(442412.368529198, 442394.918629199, 442391.836129201, 442397.930129198, 442409.701529201, 442412.368529198, 159535.228559408, 159534.251659404, 159580.580759407, 159580.122659403, 159579.208259406, 159535.228559408)))"
2017-11-08,397500,724,NA,NA,CAMAROSS,DR,NA,2097,1994,2,1,3,AC-CENTRAL,IMP,0,MASONITE,03104,"list(list(c(447777.667029199, 447773.021271111, 447769.0411292, 447737.189529202, 447747.491729198, 447777.667029199, 151839.073959404, 151829.963020682, 151820.542259404, 151833.465859406, 151853.765359404, 151839.073959404)))"
