survey_date,state_fips,county_fips,census_region,census_division,county_name,buildings_1unit,units_1unit,value_1unit,buildings_2unit,units_2unit,value_2unit,buildings_3or4unit,units_3or4unit,value_3or4unit,buildings_5plusunit,units_5plusunit,X30,total_buildings
202109,25,005,1,1,Bristol County,50,50,11057106,5,10,1039000,0,0,0,0,0,0,55
202109,25,009,1,1,Essex County,42,42,16607090,2,4,828750,1,3,253000,4,35,1022000,49
202109,25,017,1,1,Middlesex County,92,92,36413149,1,2,655521,2,6,1089421,25,647,91784459,120
202109,25,021,1,1,Norfolk County,67,67,36894456,1,2,1300000,0,0,0,5,34,0,73
202109,25,023,1,1,Plymouth County,94,94,25007343,2,4,775000,0,0,0,2,10,0,98
202109,25,025,1,1,Suffolk County,15,15,4749352,2,4,685264,3,9,1411200,12,526,78307051,32
202109,26,000,2,3,Michigan Balance of State,7,7,1314267,0,0,0,0,0,0,0,0,0,7
202109,26,019,2,3,Benzie County,10,10,2447853,0,0,0,0,0,0,0,0,0,10
202109,26,029,2,3,Charlevoix County,9,9,2331940,1,2,194031,0,0,0,0,0,0,10
202109,26,089,2,3,Leelanau County,9,9,2670005,0,0,0,0,0,0,0,0,0,9
202109,26,093,2,3,Livingston County,45,45,13626056,0,0,0,0,0,0,0,0,0,45
202109,26,095,2,3,Luce County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,26,099,2,3,Macomb County,75,75,28423343,13,26,5949456,0,0,0,2,36,5000000,90
202109,26,103,2,3,Marquette County,15,15,3479000,0,0,0,0,0,0,0,0,0,15
202109,26,137,2,3,Otsego County,2,2,162000,0,0,0,0,0,0,0,0,0,2
202109,26,147,2,3,St. Clair County,26,26,6639475,0,0,0,0,0,0,0,0,0,26
202109,26,163,2,3,Wayne County,97,97,29761516,1,2,50000,0,0,0,2,98,13475000,100
202109,27,003,2,4,Anoka County,90,90,25045819,1,2,462180,3,12,2710794,6,32,7697933,100
202109,27,019,2,4,Carver County,87,87,32282596,1,2,437486,1,3,756995,0,0,0,89
202109,27,025,2,4,Chisago County,26,26,6864814,0,0,0,0,0,0,0,0,0,26
202109,27,027,2,4,Clay County,11,11,4136000,0,0,0,0,0,0,1,130,14665000,12
202109,27,037,2,4,Dakota County,76,76,22932966,0,0,0,0,0,0,2,127,16250000,78
202109,27,053,2,4,Hennepin County,181,181,76879841,1,2,595000,0,0,0,8,1008,193450971,190
202109,27,059,2,4,Isanti County,24,24,4751197,0,0,0,1,4,1030094,1,75,8500000,26
202109,27,123,2,4,Ramsey County,13,13,6448036,2,4,600000,0,0,0,2,205,33894932,17
202109,27,139,2,4,Scott County,22,22,7761289,1,2,737000,1,4,1140038,1,6,1806486,25
202109,27,141,2,4,Sherburne County,27,27,6875960,0,0,0,0,0,0,0,0,0,27
202109,27,163,2,4,Washington County,126,126,49892012,0,0,0,0,0,0,2,69,11264343,128
202109,27,171,2,4,Wright County,123,123,38075882,0,0,0,0,0,0,1,82,6552200,124
202109,28,033,3,6,DeSoto County,186,186,31594494,0,0,0,0,0,0,0,0,0,186
202109,28,041,3,6,Greene County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,28,045,3,6,Hancock County,53,53,8953743,0,0,0,1,3,301084,1,9,0,55
202109,28,047,3,6,Harrison County,91,91,20837848,0,0,0,1,3,320250,0,0,0,92
202109,28,067,3,6,Jones County,1,1,850000,0,0,0,0,0,0,0,0,0,1
202109,28,129,3,6,Smith County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,28,137,3,6,Tate County,12,12,3040732,0,0,0,0,0,0,0,0,0,12
202109,28,143,3,6,Tunica County,9,9,2027777,0,0,0,0,0,0,0,0,0,9
202109,28,145,3,6,Union County,3,3,656000,0,0,0,0,0,0,0,0,0,3
202109,28,149,3,6,Warren County,1,1,414000,0,0,0,0,0,0,0,0,0,1
202109,29,013,2,4,Bates County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,29,017,2,4,Bollinger County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,29,019,2,4,Boone County,52,52,19680385,0,0,0,0,0,0,0,0,0,52
202109,29,049,2,4,Clinton County,9,9,2234808,0,0,0,0,0,0,0,0,0,9
202109,29,065,2,4,Dent County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,29,071,2,4,Franklin County,60,60,9537083,2,4,595634,0,0,0,0,0,0,62
202109,29,095,2,4,Jackson County,133,133,38409010,8,16,2380760,2,6,1482517,7,243,23843883,150
202109,29,099,2,4,Jefferson County,70,70,13773686,1,2,298900,0,0,0,0,0,0,71
202109,29,105,2,4,Laclede County,7,7,1167500,0,0,0,0,0,0,0,0,0,7
202109,29,107,2,4,Lafayette County,9,9,2422875,0,0,0,0,0,0,0,0,0,9
202109,29,113,2,4,Lincoln County,19,19,3581878,0,0,0,0,0,0,0,0,0,19
202109,29,165,2,4,Platte County,23,23,7119986,0,0,0,0,0,0,0,0,0,23
202109,29,185,2,4,St. Clair County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,29,189,2,4,St. Louis County,85,85,37786769,0,0,0,0,0,0,2,40,4750000,87
202109,29,219,2,4,Warren County,24,24,5886996,0,0,0,0,0,0,0,0,0,24
202109,29,221,2,4,Washington County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,29,510,2,4,St. Louis (Independent City),21,21,3054108,0,0,0,0,0,0,1,27,4900000,22
202109,30,013,4,8,Cascade County,15,15,3044435,0,0,0,0,0,0,0,0,0,15
202109,30,033,4,8,Garfield County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,30,063,4,8,Missoula County,36,36,9062294,4,8,732566,0,0,0,4,81,3802281,44
202109,30,093,4,8,Silver Bow County,6,6,353732,0,0,0,0,0,0,0,0,0,6
202109,31,001,2,4,Adams County,2,2,414100,0,0,0,0,0,0,0,0,0,2
202109,31,025,2,4,Cass County,14,14,2483270,0,0,0,0,0,0,0,0,0,14
202109,31,033,2,4,Cheyenne County,3,3,734356,0,0,0,0,0,0,0,0,0,3
202109,31,055,2,4,Douglas County,106,106,19228339,5,10,913920,0,0,0,22,631,49993151,133
202109,31,105,2,4,Kimball County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,31,153,2,4,Sarpy County,106,106,29166597,0,0,0,0,0,0,6,53,13135526,112
202109,31,165,2,4,Sioux County,2,2,255000,0,0,0,0,0,0,0,0,0,2
202109,31,177,2,4,Washington County,8,8,2126221,0,0,0,0,0,0,0,0,0,8
202109,32,001,4,8,Churchill County,7,7,1738158,0,0,0,0,0,0,0,0,0,7
202109,32,003,4,8,Clark County,948,948,258820203,9,18,2870373,15,54,5414777,9,105,8546759,981
202109,32,005,4,8,Douglas County,20,20,13529794,0,0,0,0,0,0,0,0,0,20
202109,32,007,4,8,Elko County,26,26,5453409,0,0,0,0,0,0,0,0,0,26
202109,32,013,4,8,Humboldt County,2,2,299362,0,0,0,0,0,0,0,0,0,2
202109,32,015,4,8,Lander County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,32,017,4,8,Lincoln County,1,1,165500,0,0,0,0,0,0,0,0,0,1
202109,32,019,4,8,Lyon County,81,81,18126114,0,0,0,0,0,0,0,0,0,81
202109,32,021,4,8,Mineral County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,32,027,4,8,Pershing County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,32,029,4,8,Storey County,1,1,100668,0,0,0,0,0,0,0,0,0,1
202109,32,031,4,8,Washoe County,193,193,53578496,4,8,963229,2,6,787285,8,172,0,207
202109,32,033,4,8,White Pine County,2,2,409730,0,0,0,0,0,0,0,0,0,2
202109,32,510,4,8,Carson City (Independent City),16,16,4214989,0,0,0,0,0,0,1,6,0,17
202109,33,015,1,1,Rockingham County,52,52,17759643,0,0,0,0,0,0,1,5,0,53
202109,33,017,1,1,Strafford County,23,23,5023848,0,0,0,0,0,0,1,34,5253300,24
202109,34,001,1,2,Atlantic County,42,42,8676550,0,0,0,0,0,0,1,10,0,43
202109,34,003,1,2,Bergen County,102,102,23207908,19,38,3884241,2,6,668250,14,252,28317812,137
202109,34,005,1,2,Burlington County,56,56,7677914,0,0,0,1,3,397909,7,76,4820000,64
202109,34,007,1,2,Camden County,35,35,4728029,2,4,231650,0,0,0,8,45,3400000,45
202109,34,009,1,2,Cape May County,61,61,27348823,4,8,2231850,0,0,0,1,5,745000,66
202109,34,011,1,2,Cumberland County,8,8,896472,0,0,0,0,0,0,0,0,0,8
202109,34,013,1,2,Essex County,20,20,3713109,13,26,1240757,7,24,2019117,3,99,4335000,43
202109,34,015,1,2,Gloucester County,54,54,7552775,0,0,0,0,0,0,1,5,0,55
202109,34,017,1,2,Hudson County,38,38,2904370,15,30,4287864,2,6,437234,4,105,0,59
202109,34,019,1,2,Hunterdon County,10,10,1992250,0,0,0,0,0,0,3,30,3252200,13
202109,34,021,1,2,Mercer County,13,13,1347192,0,0,0,0,0,0,2,10,0,15
202109,34,023,1,2,Middlesex County,70,70,8507883,1,2,25952,0,0,0,4,64,190500,75
202109,34,025,1,2,Monmouth County,115,115,29442283,0,0,0,0,0,0,1,58,0,116
202109,34,027,1,2,Morris County,89,89,14968787,0,0,0,3,9,683508,10,116,17824000,102
202109,34,029,1,2,Ocean County,294,294,74878271,2,4,1435887,0,0,0,2,10,0,298
202109,34,031,1,2,Passaic County,25,25,5589153,0,0,0,1,3,55555,6,54,0,32
202109,34,033,1,2,Salem County,1,1,1000,0,0,0,0,0,0,0,0,0,1
202109,34,035,1,2,Somerset County,22,22,5551581,1,2,166500,0,0,0,3,123,2046792,26
202109,34,037,1,2,Sussex County,10,10,2444338,0,0,0,0,0,0,0,0,0,10
202109,34,039,1,2,Union County,30,30,7616509,6,12,968065,0,0,0,6,123,0,42
202109,34,041,1,2,Warren County,14,14,1770833,1,2,536500,0,0,0,2,10,0,17
202109,35,000,4,8,New Mexico Balance of State,49,49,13282885,0,0,0,0,0,0,0,0,0,49
202109,35,001,4,8,Bernalillo County,71,71,21932990,0,0,0,0,0,0,0,0,0,71
202109,35,005,4,8,Chaves County,9,9,2029719,0,0,0,0,0,0,0,0,0,9
202109,35,009,4,8,Curry County,7,7,1765842,0,0,0,0,0,0,1,6,0,8
202109,35,013,4,8,Dona Ana County,105,105,27152770,0,0,0,0,0,0,1,6,0,106
202109,35,015,4,8,Eddy County,15,15,3788610,0,0,0,0,0,0,0,0,0,15
202109,35,017,4,8,Grant County,1,1,162080,0,0,0,0,0,0,0,0,0,1
202109,35,025,4,8,Lea County,18,18,4713780,0,0,0,0,0,0,0,0,0,18
202109,35,027,4,8,Lincoln County,9,9,2217628,1,2,187872,0,0,0,0,0,0,10
202109,35,028,4,8,Los Alamos County,3,3,790013,0,0,0,0,0,0,0,0,0,3
202109,35,029,4,8,Luna County,1,1,206933,0,0,0,0,0,0,0,0,0,1
202109,35,031,4,8,McKinley County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,35,035,4,8,Otero County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,35,041,4,8,Roosevelt County,3,3,459020,0,0,0,0,0,0,0,0,0,3
202109,35,043,4,8,Sandoval County,106,106,22722776,0,0,0,0,0,0,3,159,13730344,109
202109,35,045,4,8,San Juan County,15,15,3739556,0,0,0,0,0,0,0,0,0,15
202109,35,047,4,8,San Miguel County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,35,049,4,8,Santa Fe County,23,23,6247899,0,0,0,0,0,0,2,29,0,25
202109,35,055,4,8,Taos County,11,11,2398483,0,0,0,0,0,0,0,0,0,11
202109,35,061,4,8,Valencia County,20,20,5484030,0,0,0,0,0,0,0,0,0,20
202109,36,001,1,2,Albany County,23,23,5501873,1,2,367500,0,0,0,1,130,22500000,25
202109,36,005,1,2,Bronx County,0,0,0,1,2,296783,2,7,915590,5,174,20093520,8
202109,36,029,1,2,Erie County,73,73,33439100,2,4,1045000,0,0,0,1,14,0,76
202109,36,047,1,2,Kings County,0,0,0,1,2,296783,3,12,1569583,10,348,40187040,14
202109,36,051,1,2,Livingston County,4,4,789125,0,0,0,0,0,0,0,0,0,4
202109,36,055,1,2,Monroe County,47,47,12848027,1,2,650000,1,3,442605,3,61,1525000,52
202109,36,059,1,2,Nassau County,61,61,30360241,1,2,350000,0,0,0,3,30,0,65
202109,36,061,1,2,New York County,0,0,0,0,0,0,0,0,0,4,128,14781440,4
202109,36,063,1,2,Niagara County,19,19,5710097,0,0,0,0,0,0,1,5,0,20
202109,36,069,1,2,Ontario County,34,34,8837117,1,2,282720,0,0,0,0,0,0,35
202109,36,073,1,2,Orleans County,3,3,498000,0,0,0,0,0,0,0,0,0,3
202109,36,079,1,2,Putnam County,5,5,1354125,0,0,0,0,0,0,0,0,0,5
202109,36,081,1,2,Queens County,2,2,525019,9,18,2671045,2,6,784792,8,263,30371240,21
202109,36,083,1,2,Rensselaer County,12,12,3261602,0,0,0,0,0,0,0,0,0,12
202109,36,085,1,2,Richmond County,0,0,0,6,12,1780697,0,0,0,1,5,577400,7
202109,36,087,1,2,Rockland County,6,6,2524821,2,4,617351,1,3,327447,2,14,0,11
202109,36,091,1,2,Saratoga County,57,57,19298667,0,0,0,1,3,450000,1,9,0,59
202109,36,093,1,2,Schenectady County,1,1,200000,0,0,0,0,0,0,2,32,3538596,3
202109,36,095,1,2,Schoharie County,4,4,636750,0,0,0,0,0,0,0,0,0,4
202109,36,099,1,2,Seneca County,7,7,816000,0,0,0,0,0,0,0,0,0,7
202109,36,103,1,2,Suffolk County,138,138,73437291,0,0,0,0,0,0,0,0,0,138
202109,36,117,1,2,Wayne County,8,8,2381427,1,2,285000,0,0,0,0,0,0,9
202109,36,119,1,2,Westchester County,37,37,19204324,1,2,249667,0,0,0,3,109,0,41
202109,37,007,3,5,Anson County,5,5,749325,0,0,0,0,0,0,0,0,0,5
202109,37,011,3,5,Avery County,17,17,15842760,0,0,0,0,0,0,0,0,0,17
202109,37,015,3,5,Bertie County,1,1,350000,0,0,0,0,0,0,0,0,0,1
202109,37,025,3,5,Cabarrus County,101,101,17987007,0,0,0,0,0,0,1,78,9716117,102
202109,37,033,3,5,Caswell County,3,3,699647,0,0,0,0,0,0,0,0,0,3
202109,37,037,3,5,Chatham County,51,51,22231806,0,0,0,0,0,0,0,0,0,51
202109,37,051,3,5,Cumberland County,64,64,14073399,0,0,0,0,0,0,4,60,7353000,68
202109,37,053,3,5,Currituck County,32,32,12924068,0,0,0,0,0,0,0,0,0,32
202109,37,059,3,5,Davie County,18,18,4193041,0,0,0,0,0,0,1,5,0,19
202109,37,063,3,5,Durham County,138,138,45101003,2,4,613524,0,0,0,1,82,15540000,141
202109,37,069,3,5,Franklin County,109,109,26077564,0,0,0,0,0,0,0,0,0,109
202109,37,071,3,5,Gaston County,145,145,41214403,0,0,0,0,0,0,0,0,0,145
202109,37,077,3,5,Granville County,12,12,2667916,0,0,0,0,0,0,0,0,0,12
202109,37,081,3,5,Guilford County,137,137,35242392,0,0,0,0,0,0,2,36,13200000,139
202109,37,089,3,5,Henderson County,55,55,19540069,0,0,0,0,0,0,0,0,0,55
202109,37,093,3,5,Hoke County,21,21,5024118,0,0,0,0,0,0,0,0,0,21
202109,37,097,3,5,Iredell County,232,232,55627713,2,4,620334,0,0,0,2,90,8524553,236
202109,37,101,3,5,Johnston County,304,304,53624133,0,0,0,0,0,0,0,0,0,304
202109,37,119,3,5,Mecklenburg County,519,519,124167482,0,0,0,1,3,796200,16,756,47393098,536
202109,37,133,3,5,Onslow County,98,98,21759079,2,4,900000,0,0,0,0,0,0,100
202109,37,135,3,5,Orange County,27,27,11858431,0,0,0,1,3,707143,1,10,0,29
202109,37,145,3,5,Person County,11,11,2493610,0,0,0,0,0,0,0,0,0,11
202109,37,151,3,5,Randolph County,36,36,7573889,0,0,0,0,0,0,0,0,0,36
202109,37,157,3,5,Rockingham County,22,22,5174901,0,0,0,0,0,0,0,0,0,22
202109,37,179,3,5,Union County,242,242,54163174,0,0,0,0,0,0,1,6,460560,243
202109,37,181,3,5,Vance County,4,4,879450,0,0,0,0,0,0,0,0,0,4
202109,37,183,3,5,Wake County,668,668,182680092,0,0,0,0,0,0,12,1137,114857253,680
202109,37,195,3,5,Wilson County,26,26,5207502,0,0,0,0,0,0,0,0,0,26
202109,39,007,2,3,Ashtabula County,10,10,2358515,0,0,0,2,7,457333,0,0,0,12
202109,39,015,2,3,Brown County,10,10,2849616,0,0,0,0,0,0,0,0,0,10
202109,39,017,2,3,Butler County,68,68,16447572,0,0,0,0,0,0,0,0,0,68
202109,39,025,2,3,Clermont County,51,51,13979777,0,0,0,0,0,0,1,14,998456,52
202109,39,041,2,3,Delaware County,133,133,38965224,0,0,0,0,0,0,1,5,0,134
202109,39,049,2,3,Franklin County,263,263,69310251,1,2,250000,1,4,425000,17,607,65230404,282
202109,39,055,2,3,Geauga County,12,12,4635099,0,0,0,0,0,0,0,0,0,12
202109,39,085,2,3,Lake County,30,30,9030918,0,0,0,0,0,0,0,0,0,30
202109,39,089,2,3,Licking County,29,29,10280638,0,0,0,0,0,0,0,0,0,29
202109,39,093,2,3,Lorain County,95,95,27231271,0,0,0,0,0,0,0,0,0,95
202109,39,097,2,3,Madison County,5,5,1436662,0,0,0,0,0,0,0,0,0,5
202109,39,103,2,3,Medina County,31,31,16990847,0,0,0,0,0,0,0,0,0,31
202109,39,117,2,3,Morrow County,11,11,3029711,0,0,0,0,0,0,0,0,0,11
202109,39,159,2,3,Union County,38,38,15745764,2,4,830000,0,0,0,0,0,0,40
202109,39,165,2,3,Warren County,84,84,23358138,0,0,0,0,0,0,0,0,0,84
202109,40,001,3,7,Adair County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,40,017,3,7,Canadian County,21,21,4805244,0,0,0,0,0,0,0,0,0,21
202109,40,021,3,7,Cherokee County,10,10,1237394,0,0,0,0,0,0,1,5,0,11
202109,40,027,3,7,Cleveland County,47,47,12393609,0,0,0,0,0,0,0,0,0,47
202109,40,029,3,7,Coal County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,40,037,3,7,Creek County,7,7,1613581,0,0,0,0,0,0,1,9,0,8
202109,40,051,3,7,Grady County,9,9,1341046,1,2,148059,0,0,0,0,0,0,10
202109,40,055,3,7,Greer County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,40,081,3,7,Lincoln County,2,2,472373,0,0,0,0,0,0,0,0,0,2
202109,40,083,3,7,Logan County,1,1,158750,0,0,0,0,0,0,0,0,0,1
202109,40,087,3,7,McClain County,31,31,6748763,0,0,0,0,0,0,0,0,0,31
202109,40,109,3,7,Oklahoma County,428,428,108275562,4,8,597034,0,0,0,0,0,0,432
202109,40,111,3,7,Okmulgee County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,40,113,3,7,Osage County,12,12,2866495,0,0,0,0,0,0,0,0,0,12
202109,40,117,3,7,Pawnee County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,40,131,3,7,Rogers County,52,52,10889944,0,0,0,0,0,0,12,72,5947768,64
202109,40,143,3,7,Tulsa County,294,294,63338532,32,64,5075985,0,0,0,0,0,0,326
202109,40,145,3,7,Wagoner County,47,47,11340784,0,0,0,0,0,0,0,0,0,47
202109,41,000,4,9,Oregon Balance of State,64,64,9149100,0,0,0,0,0,0,0,0,0,64
202109,41,005,4,9,Clackamas County,99,99,32557123,1,2,296963,0,0,0,0,0,0,100
202109,41,017,4,9,Deschutes County,119,119,54096598,4,8,1283439,1,4,450000,6,70,7845337,130
202109,41,019,4,9,Douglas County,16,16,3597658,0,0,0,0,0,0,0,0,0,16
202109,41,023,4,9,Grant County,5,5,801433,0,0,0,0,0,0,0,0,0,5
202109,41,025,4,9,Harney County,1,1,317786,0,0,0,0,0,0,0,0,0,1
202109,41,035,4,9,Klamath County,5,5,1576286,0,0,0,0,0,0,0,0,0,5
202109,41,037,4,9,Lake County,1,1,230092,0,0,0,0,0,0,0,0,0,1
202109,41,051,4,9,Multnomah County,130,130,35634764,3,6,1106043,1,4,352983,3,238,21990638,137
202109,41,065,4,9,Wasco County,10,10,2474257,0,0,0,0,0,0,0,0,0,10
202109,41,067,4,9,Washington County,171,171,42545271,0,0,0,0,0,0,2,48,5112815,173
202109,41,071,4,9,Yamhill County,18,18,5984373,0,0,0,0,0,0,0,0,0,18
202109,42,001,1,2,Adams County,50,50,14350660,0,0,0,0,0,0,0,0,0,50
202109,42,017,1,2,Bucks County,61,61,14361943,0,0,0,0,0,0,0,0,0,61
202109,42,029,1,2,Chester County,92,92,23026944,0,0,0,0,0,0,8,59,7148242,100
202109,42,037,1,2,Columbia County,3,3,557000,0,0,0,0,0,0,0,0,0,3
202109,42,041,1,2,Cumberland County,54,54,13475182,0,0,0,0,0,0,0,0,0,54
202109,42,043,1,2,Dauphin County,18,18,4068170,0,0,0,0,0,0,0,0,0,18
202109,42,045,1,2,Delaware County,17,17,4382770,0,0,0,0,0,0,1,44,5081120,18
202109,42,055,1,2,Franklin County,22,22,6366408,3,6,1808940,0,0,0,1,5,0,26
202109,42,091,1,2,Montgomery County,78,78,22560921,0,0,0,1,3,450000,3,29,1676185,82
202109,42,093,1,2,Montour County,1,1,150000,0,0,0,0,0,0,0,0,0,1
202109,42,099,1,2,Perry County,9,9,2268650,0,0,0,0,0,0,0,0,0,9
202109,42,101,1,2,Philadelphia County,86,86,22747928,12,24,3618623,10,35,4455740,8,252,0,116
202109,42,103,1,2,Pike County,12,12,5233709,0,0,0,0,0,0,0,0,0,12
202109,44,001,1,1,Bristol County,4,4,1574277,0,0,0,0,0,0,0,0,0,4
202109,44,003,1,1,Kent County,11,11,2839336,1,2,208150,0,0,0,1,5,0,13
202109,44,005,1,1,Newport County,11,11,4945312,0,0,0,0,0,0,0,0,0,11
202109,44,007,1,1,Providence County,25,25,4748398,1,2,493620,0,0,0,0,0,0,26
202109,44,009,1,1,Washington County,27,27,10866184,0,0,0,0,0,0,0,0,0,27
202109,45,003,3,5,Aiken County,133,133,27543655,0,0,0,0,0,0,0,0,0,133
202109,45,009,3,5,Bamberg County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,45,015,3,5,Berkeley County,143,143,43640526,0,0,0,0,0,0,4,103,0,147
202109,45,017,3,5,Calhoun County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,45,019,3,5,Charleston County,248,248,83676623,0,0,0,1,3,201563,4,98,0,253
202109,45,035,3,5,Dorchester County,105,105,31463021,0,0,0,0,0,0,0,0,0,105
202109,45,037,3,5,Edgefield County,14,14,4203840,0,0,0,0,0,0,0,0,0,14
202109,45,039,3,5,Fairfield County,7,7,1331635,0,0,0,0,0,0,0,0,0,7
202109,45,045,3,5,Greenville County,356,356,94333774,0,0,0,0,0,0,0,0,0,356
202109,45,051,3,5,Horry County,691,691,119686702,5,10,1125000,0,0,0,1,5,0,697
202109,45,055,3,5,Kershaw County,55,55,7367711,0,0,0,0,0,0,0,0,0,55
202109,45,059,3,5,Laurens County,13,13,2182296,0,0,0,0,0,0,0,0,0,13
202109,45,063,3,5,Lexington County,199,199,55445477,0,0,0,0,0,0,2,10,0,201
202109,45,077,3,5,Pickens County,74,74,16876309,0,0,0,0,0,0,0,0,0,74
202109,45,079,3,5,Richland County,174,174,32562166,0,0,0,0,0,0,3,325,55132733,177
202109,45,081,3,5,Saluda County,18,18,2356698,0,0,0,0,0,0,0,0,0,18
202109,45,085,3,5,Sumter County,43,43,8320465,0,0,0,0,0,0,0,0,0,43
202109,45,091,3,5,York County,195,195,68949694,0,0,0,0,0,0,1,17,0,196
202109,46,007,2,4,Bennett County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,46,055,2,4,Haakon County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,46,071,2,4,Jackson County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,46,111,2,4,Sanborn County,1,1,300000,0,0,0,0,0,0,0,0,0,1
202109,47,001,3,6,Anderson County,21,21,4732274,0,0,0,0,0,0,1,22,0,22
202109,47,015,3,6,Cannon County,1,1,100000,0,0,0,0,0,0,0,0,0,1
202109,47,021,3,6,Cheatham County,16,16,4092799,0,0,0,0,0,0,0,0,0,16
202109,47,037,3,6,Davidson County,298,298,76655511,0,0,0,1,4,923720,7,493,40958882,306
202109,47,043,3,6,Dickson County,41,41,7117828,0,0,0,0,0,0,0,0,0,41
202109,47,049,3,6,Fentress County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,47,081,3,6,Hickman County,10,10,1734768,0,0,0,0,0,0,0,0,0,10
202109,47,093,3,6,Knox County,118,118,30971358,0,0,0,0,0,0,0,0,0,118
202109,47,105,3,6,Loudon County,90,90,20163846,0,0,0,0,0,0,0,0,0,90
202109,47,117,3,6,Marshall County,21,21,3990280,0,0,0,0,0,0,0,0,0,21
202109,47,125,3,6,Montgomery County,160,160,35585971,1,2,480000,12,47,12890000,21,292,19275000,194
202109,47,139,3,6,Polk County,18,18,3264629,0,0,0,0,0,0,0,0,0,18
202109,47,149,3,6,Rutherford County,246,246,41363221,24,48,4328352,2,7,738000,2,10,0,274
202109,47,153,3,6,Sequatchie County,1,1,95000,0,0,0,0,0,0,0,0,0,1
202109,47,157,3,6,Shelby County,84,84,20728166,0,0,0,0,0,0,0,0,0,84
202109,47,159,3,6,Smith County,8,8,1598487,1,2,256873,0,0,0,0,0,0,9
202109,47,161,3,6,Stewart County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,47,165,3,6,Sumner County,116,116,41346573,0,0,0,0,0,0,1,16,1513825,117
202109,47,167,3,6,Tipton County,28,28,5958438,0,0,0,0,0,0,1,5,0,29
202109,47,169,3,6,Trousdale County,5,5,790000,0,0,0,0,0,0,0,0,0,5
202109,47,173,3,6,Union County,16,16,3372537,0,0,0,0,0,0,0,0,0,16
202109,47,175,3,6,Van Buren County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,47,189,3,6,Wilson County,196,196,52105051,0,0,0,0,0,0,0,0,0,196
202109,48,013,3,7,Atascosa County,5,5,994352,0,0,0,0,0,0,0,0,0,5
202109,48,015,3,7,Austin County,2,2,441731,0,0,0,0,0,0,0,0,0,2
202109,48,019,3,7,Bandera County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,48,021,3,7,Bastrop County,33,33,6682566,0,0,0,0,0,0,0,0,0,33
202109,48,025,3,7,Bee County,2,2,418152,1,2,187711,0,0,0,0,0,0,3
202109,48,027,3,7,Bell County,207,207,46957609,4,8,739719,0,0,0,6,140,27223073,217
202109,48,029,3,7,Bexar County,582,582,138247407,0,0,0,1,4,470000,19,425,37105000,602
202109,48,051,3,7,Burleson County,3,3,470844,2,4,580000,0,0,0,0,0,0,5
202109,48,055,3,7,Caldwell County,27,27,5764345,0,0,0,0,0,0,0,0,0,27
202109,48,085,3,7,Collin County,787,787,216295751,0,0,0,3,9,1213606,2,373,46462969,792
202109,48,091,3,7,Comal County,231,231,55265295,0,0,0,0,0,0,0,0,0,231
202109,48,099,3,7,Coryell County,4,4,4202105,8,16,1215686,0,0,0,0,0,0,12
202109,48,107,3,7,Crosby County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,48,113,3,7,Dallas County,525,525,127770445,6,12,1091862,2,6,923831,6,248,0,539
202109,48,119,3,7,Delta County,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,48,135,3,7,Ector County,79,79,18509707,0,0,0,0,0,0,1,28,0,80
202109,48,139,3,7,Ellis County,210,210,49027326,0,0,0,0,0,0,24,306,28850000,234
202109,48,141,3,7,El Paso County,198,198,46078224,2,4,492865,0,0,0,2,12,0,202
202109,48,157,3,7,Fort Bend County,740,740,178123142,0,0,0,0,0,0,3,359,41729477,743
202109,48,167,3,7,Galveston County,186,186,46093427,0,0,0,0,0,0,0,0,0,186
