state_fips,county_fips,econdep
51,041,Nonspecialized
51,043,Manufacturing
51,045,Nonspecialized
51,047,Nonspecialized
51,049,Nonspecialized
51,051,Mining
51,053,Government
51,057,Manufacturing
51,059,Service
51,061,Service
51,063,Nonspecialized
51,065,Nonspecialized
51,067,Manufacturing
51,069,Manufacturing
51,071,Manufacturing
51,073,Nonspecialized
51,075,Service
51,077,Manufacturing
51,079,Manufacturing
51,081,Manufacturing
51,083,Manufacturing
51,085,Nonspecialized
51,087,Service
51,089,Manufacturing
51,091,Manufacturing
51,093,Manufacturing
51,095,Government
51,097,Government
51,099,Government
51,101,Manufacturing
51,103,Service
51,105,Nonspecialized
51,107,Service
51,109,Nonspecialized
51,111,Government
51,113,Nonspecialized
51,115,Nonspecialized
51,117,Manufacturing
51,119,Nonspecialized
51,121,Government
51,125,Nonspecialized
51,127,Service
51,131,Nonspecialized
51,133,Manufacturing
51,135,Government
51,137,Nonspecialized
51,139,Manufacturing
51,141,Manufacturing
51,143,Manufacturing
51,145,Government
51,147,Government
51,149,Government
51,153,Nonspecialized
51,155,Manufacturing
51,157,Service
51,159,Government
51,161,Nonspecialized
51,163,Manufacturing
51,165,Manufacturing
51,167,Nonspecialized
51,169,Nonspecialized
51,171,Manufacturing
51,173,Manufacturing
51,175,Government
51,177,Service
51,179,Government
51,181,Nonspecialized
51,183,Government
51,185,Nonspecialized
51,187,Nonspecialized
51,191,Manufacturing
51,193,Nonspecialized
51,195,Mining
51,197,Nonspecialized
51,199,Government
51,510,Government
51,515,Manufacturing
51,520,Manufacturing
51,530,Manufacturing
51,540,Government
51,550,Nonspecialized
51,560,Manufacturing
51,570,Government
51,580,Manufacturing
51,590,Manufacturing
51,595,Manufacturing
51,600,Service
51,610,Service
51,620,Government
51,630,Service
51,640,Manufacturing
51,650,Government
51,660,Manufacturing
51,670,Government
51,678,Manufacturing
51,680,Manufacturing
51,683,Nonspecialized
51,685,Nonspecialized
51,690,Manufacturing
51,700,Manufacturing
51,710,Government
51,720,Mining
51,730,Government
51,735,Government
51,740,Government
51,750,Government
51,760,Government
51,770,Service
51,775,Nonspecialized
51,790,Manufacturing
51,800,Nonspecialized
51,810,Government
51,820,Manufacturing
51,830,Government
51,840,Manufacturing
53,001,Farming
53,003,Service
53,005,Nonspecialized
53,007,Nonspecialized
53,009,Nonspecialized
53,011,Nonspecialized
53,013,Nonspecialized
53,015,Manufacturing
53,017,Nonspecialized
53,019,Mining
53,021,Farming
53,023,Farming
53,025,Farming
53,027,Nonspecialized
53,029,Government
53,031,Nonspecialized
53,033,Service
53,035,Government
53,037,Government
53,039,Manufacturing
53,041,Nonspecialized
53,043,Nonspecialized
53,045,Nonspecialized
53,047,Nonspecialized
53,049,Nonspecialized
53,051,Manufacturing
53,053,Government
53,055,Service
53,057,Nonspecialized
53,059,Government
53,061,Manufacturing
53,063,Service
53,065,Manufacturing
53,067,Government
53,069,Manufacturing
53,071,Nonspecialized
53,073,Nonspecialized
53,075,Government
53,077,Nonspecialized
54,001,Nonspecialized
54,003,Government
54,005,Mining
54,007,Nonspecialized
54,009,Manufacturing
54,011,Service
54,013,Mining
54,015,Mining
54,017,Nonspecialized
54,019,Nonspecialized
54,021,Mining
54,023,Nonspecialized
54,025,Service
54,027,Nonspecialized
54,029,Manufacturing
54,031,Manufacturing
54,033,Government
54,035,Manufacturing
54,037,Government
54,039,Service
54,041,Government
54,043,Mining
54,045,Mining
54,047,Mining
54,049,Nonspecialized
54,051,Manufacturing
54,053,Nonspecialized
54,055,Service
54,057,Nonspecialized
54,059,Mining
54,061,Government
54,063,Government
54,065,Nonspecialized
54,067,Mining
54,069,Service
54,071,Government
54,073,Manufacturing
54,075,Nonspecialized
54,077,Nonspecialized
54,079,Nonspecialized
54,081,Service
54,083,Service
54,085,Manufacturing
54,087,Mining
54,089,Nonspecialized
54,091,Manufacturing
54,093,Nonspecialized
54,095,Manufacturing
54,097,Nonspecialized
54,099,Government
54,101,Mining
54,103,Nonspecialized
54,105,Nonspecialized
54,107,Manufacturing
54,109,Mining
55,001,Government
55,003,Nonspecialized
55,005,Manufacturing
55,007,Nonspecialized
55,009,Nonspecialized
55,011,Nonspecialized
55,013,Manufacturing
55,015,Manufacturing
55,017,Manufacturing
55,019,Farming
55,021,Manufacturing
55,023,Manufacturing
55,025,Government
55,027,Manufacturing
55,029,Service
55,031,Nonspecialized
55,033,Nonspecialized
55,035,Service
55,037,Nonspecialized
55,039,Manufacturing
55,041,Nonspecialized
55,043,Nonspecialized
55,045,Nonspecialized
55,047,Nonspecialized
55,049,Service
55,051,Nonspecialized
55,053,Nonspecialized
55,055,Manufacturing
55,057,Manufacturing
55,059,Manufacturing
55,061,Manufacturing
55,063,Nonspecialized
55,065,Farming
55,067,Nonspecialized
55,069,Manufacturing
55,071,Manufacturing
55,073,Manufacturing
55,075,Manufacturing
55,077,Manufacturing
55,078,Nonspecialized
55,079,Service
55,081,Government
55,083,Manufacturing
55,085,Service
55,087,Manufacturing
55,089,Manufacturing
55,091,Nonspecialized
55,093,Nonspecialized
55,095,Manufacturing
55,097,Nonspecialized
55,099,Manufacturing
55,101,Manufacturing
55,103,Manufacturing
55,105,Manufacturing
55,107,Manufacturing
55,109,Manufacturing
55,111,Nonspecialized
55,113,Nonspecialized
55,115,Nonspecialized
55,117,Manufacturing
55,119,Manufacturing
55,121,Manufacturing
55,123,Nonspecialized
55,125,Nonspecialized
55,127,Manufacturing
55,129,Nonspecialized
55,131,Manufacturing
55,133,Manufacturing
55,135,Manufacturing
55,137,Nonspecialized
55,139,Manufacturing
55,141,Manufacturing
56,001,Government
56,003,Mining
56,005,Mining
56,007,Nonspecialized
56,009,Mining
56,011,Nonspecialized
56,013,Nonspecialized
56,015,Farming
56,017,Nonspecialized
56,019,Nonspecialized
56,021,Government
56,023,Nonspecialized
56,025,Mining
56,027,Farming
56,029,Nonspecialized
56,031,Nonspecialized
56,033,Nonspecialized
56,035,Mining
56,037,Mining
56,039,Service
56,041,Mining
56,043,Nonspecialized
56,045,Mining
